"","day","hijri_day","imsak","fajr","sunrise","duhr","asr","maghrib","isha","qiyam","cities","sunset"
"301",2024-10-27,22,1899-12-31 03:28:00,1899-12-31 03:38:00,"03:38",1899-12-31 11:10:00,1899-12-31 14:20:00,1899-12-31 17:21:00,1899-12-31 18:32:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"302",2024-10-28,23,1899-12-31 03:27:00,1899-12-31 03:37:00,"03:37",1899-12-31 11:10:00,1899-12-31 14:21:00,1899-12-31 17:21:00,1899-12-31 18:32:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"303",2024-10-29,24,1899-12-31 03:27:00,1899-12-31 03:37:00,"03:37",1899-12-31 11:10:00,1899-12-31 14:21:00,1899-12-31 17:21:00,1899-12-31 18:32:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"304",2024-10-30,25,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:10:00,1899-12-31 14:22:00,1899-12-31 17:21:00,1899-12-31 18:32:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"305",2024-10-31,26,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:10:00,1899-12-31 14:23:00,1899-12-31 17:21:00,1899-12-31 18:33:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"306",2024-11-01,27,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:10:00,1899-12-31 14:23:00,1899-12-31 17:21:00,1899-12-31 18:33:00,1899-12-31 23:02:00,"Banyuwangi","17:21"
"307",2024-11-02,28,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:10:00,1899-12-31 14:24:00,1899-12-31 17:22:00,1899-12-31 18:33:00,1899-12-31 23:02:00,"Banyuwangi","17:22"
"308",2024-11-03,29,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:10:00,1899-12-31 14:24:00,1899-12-31 17:22:00,1899-12-31 18:34:00,1899-12-31 23:02:00,"Banyuwangi","17:22"
"309",2024-11-04,1,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:10:00,1899-12-31 14:25:00,1899-12-31 17:22:00,1899-12-31 18:34:00,1899-12-31 23:02:00,"Banyuwangi","17:22"
"310",2024-11-05,2,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:10:00,1899-12-31 14:25:00,1899-12-31 17:22:00,1899-12-31 18:34:00,1899-12-31 23:02:00,"Banyuwangi","17:22"
"311",2024-11-06,3,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:10:00,1899-12-31 14:26:00,1899-12-31 17:22:00,1899-12-31 18:35:00,1899-12-31 23:02:00,"Banyuwangi","17:22"
"312",2024-11-07,4,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:10:00,1899-12-31 14:26:00,1899-12-31 17:23:00,1899-12-31 18:35:00,1899-12-31 23:02:00,"Banyuwangi","17:23"
"313",2024-11-08,5,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:10:00,1899-12-31 14:27:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:02:00,"Banyuwangi","17:23"
"314",2024-11-09,6,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:10:00,1899-12-31 14:27:00,1899-12-31 17:23:00,1899-12-31 18:36:00,1899-12-31 23:02:00,"Banyuwangi","17:23"
"315",2024-11-10,7,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:10:00,1899-12-31 14:28:00,1899-12-31 17:24:00,1899-12-31 18:36:00,1899-12-31 23:02:00,"Banyuwangi","17:24"
"316",2024-11-11,8,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:10:00,1899-12-31 14:28:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:02:00,"Banyuwangi","17:24"
"317",2024-11-12,9,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:10:00,1899-12-31 14:29:00,1899-12-31 17:24:00,1899-12-31 18:37:00,1899-12-31 23:02:00,"Banyuwangi","17:24"
"318",2024-11-13,10,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:10:00,1899-12-31 14:29:00,1899-12-31 17:24:00,1899-12-31 18:38:00,1899-12-31 23:03:00,"Banyuwangi","17:24"
"319",2024-11-14,11,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:10:00,1899-12-31 14:30:00,1899-12-31 17:25:00,1899-12-31 18:38:00,1899-12-31 23:03:00,"Banyuwangi","17:25"
"320",2024-11-15,12,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:11:00,1899-12-31 14:31:00,1899-12-31 17:25:00,1899-12-31 18:39:00,1899-12-31 23:03:00,"Banyuwangi","17:25"
"321",2024-11-16,13,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:11:00,1899-12-31 14:31:00,1899-12-31 17:25:00,1899-12-31 18:39:00,1899-12-31 23:03:00,"Banyuwangi","17:25"
"322",2024-11-17,14,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:11:00,1899-12-31 14:32:00,1899-12-31 17:26:00,1899-12-31 18:40:00,1899-12-31 23:03:00,"Banyuwangi","17:26"
"323",2024-11-18,15,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:11:00,1899-12-31 14:32:00,1899-12-31 17:26:00,1899-12-31 18:40:00,1899-12-31 23:03:00,"Banyuwangi","17:26"
"324",2024-11-19,16,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:11:00,1899-12-31 14:33:00,1899-12-31 17:27:00,1899-12-31 18:41:00,1899-12-31 23:04:00,"Banyuwangi","17:27"
"325",2024-11-20,17,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:12:00,1899-12-31 14:33:00,1899-12-31 17:27:00,1899-12-31 18:41:00,1899-12-31 23:04:00,"Banyuwangi","17:27"
"326",2024-11-21,18,1899-12-31 03:21:00,1899-12-31 03:31:00,"03:31",1899-12-31 11:12:00,1899-12-31 14:34:00,1899-12-31 17:27:00,1899-12-31 18:42:00,1899-12-31 23:04:00,"Banyuwangi","17:27"
"327",2024-11-22,19,1899-12-31 03:21:00,1899-12-31 03:31:00,"03:31",1899-12-31 11:12:00,1899-12-31 14:34:00,1899-12-31 17:28:00,1899-12-31 18:42:00,1899-12-31 23:04:00,"Banyuwangi","17:28"
"328",2024-11-23,20,1899-12-31 03:21:00,1899-12-31 03:31:00,"03:31",1899-12-31 11:12:00,1899-12-31 14:35:00,1899-12-31 17:28:00,1899-12-31 18:43:00,1899-12-31 23:05:00,"Banyuwangi","17:28"
"329",2024-11-24,21,1899-12-31 03:21:00,1899-12-31 03:31:00,"03:31",1899-12-31 11:13:00,1899-12-31 14:35:00,1899-12-31 17:29:00,1899-12-31 18:43:00,1899-12-31 23:05:00,"Banyuwangi","17:29"
"330",2024-11-25,22,1899-12-31 03:21:00,1899-12-31 03:31:00,"03:31",1899-12-31 11:13:00,1899-12-31 14:36:00,1899-12-31 17:29:00,1899-12-31 18:44:00,1899-12-31 23:05:00,"Banyuwangi","17:29"
"331",2024-11-26,23,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:13:00,1899-12-31 14:37:00,1899-12-31 17:29:00,1899-12-31 18:44:00,1899-12-31 23:05:00,"Banyuwangi","17:29"
"332",2024-11-27,24,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:14:00,1899-12-31 14:37:00,1899-12-31 17:30:00,1899-12-31 18:45:00,1899-12-31 23:06:00,"Banyuwangi","17:30"
"333",2024-11-28,25,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:14:00,1899-12-31 14:38:00,1899-12-31 17:30:00,1899-12-31 18:45:00,1899-12-31 23:06:00,"Banyuwangi","17:30"
"334",2024-11-29,26,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:14:00,1899-12-31 14:38:00,1899-12-31 17:31:00,1899-12-31 18:46:00,1899-12-31 23:06:00,"Banyuwangi","17:31"
"335",2024-11-30,27,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:15:00,1899-12-31 14:39:00,1899-12-31 17:31:00,1899-12-31 18:47:00,1899-12-31 23:07:00,"Banyuwangi","17:31"
"336",2024-12-01,28,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:15:00,1899-12-31 14:39:00,1899-12-31 17:32:00,1899-12-31 18:47:00,1899-12-31 23:07:00,"Banyuwangi","17:32"
"337",2024-12-02,29,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:15:00,1899-12-31 14:40:00,1899-12-31 17:32:00,1899-12-31 18:48:00,1899-12-31 23:08:00,"Banyuwangi","17:32"
"338",2024-12-03,30,1899-12-31 03:22:00,1899-12-31 03:32:00,"03:32",1899-12-31 11:16:00,1899-12-31 14:41:00,1899-12-31 17:33:00,1899-12-31 18:48:00,1899-12-31 23:08:00,"Banyuwangi","17:33"
"339",2024-12-04,1,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:16:00,1899-12-31 14:41:00,1899-12-31 17:33:00,1899-12-31 18:49:00,1899-12-31 23:08:00,"Banyuwangi","17:33"
"340",2024-12-05,2,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:17:00,1899-12-31 14:42:00,1899-12-31 17:34:00,1899-12-31 18:49:00,1899-12-31 23:09:00,"Banyuwangi","17:34"
"341",2024-12-06,3,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:17:00,1899-12-31 14:42:00,1899-12-31 17:34:00,1899-12-31 18:50:00,1899-12-31 23:09:00,"Banyuwangi","17:34"
"342",2024-12-07,4,1899-12-31 03:23:00,1899-12-31 03:33:00,"03:33",1899-12-31 11:18:00,1899-12-31 14:43:00,1899-12-31 17:35:00,1899-12-31 18:51:00,1899-12-31 23:10:00,"Banyuwangi","17:35"
"343",2024-12-08,5,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:18:00,1899-12-31 14:43:00,1899-12-31 17:35:00,1899-12-31 18:51:00,1899-12-31 23:10:00,"Banyuwangi","17:35"
"344",2024-12-09,6,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:18:00,1899-12-31 14:44:00,1899-12-31 17:36:00,1899-12-31 18:52:00,1899-12-31 23:10:00,"Banyuwangi","17:36"
"345",2024-12-10,7,1899-12-31 03:24:00,1899-12-31 03:34:00,"03:34",1899-12-31 11:19:00,1899-12-31 14:45:00,1899-12-31 17:36:00,1899-12-31 18:52:00,1899-12-31 23:11:00,"Banyuwangi","17:36"
"346",2024-12-11,8,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:19:00,1899-12-31 14:45:00,1899-12-31 17:37:00,1899-12-31 18:53:00,1899-12-31 23:11:00,"Banyuwangi","17:37"
"347",2024-12-12,9,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:20:00,1899-12-31 14:46:00,1899-12-31 17:37:00,1899-12-31 18:54:00,1899-12-31 23:12:00,"Banyuwangi","17:37"
"348",2024-12-13,10,1899-12-31 03:25:00,1899-12-31 03:35:00,"03:35",1899-12-31 11:20:00,1899-12-31 14:46:00,1899-12-31 17:38:00,1899-12-31 18:54:00,1899-12-31 23:12:00,"Banyuwangi","17:38"
"349",2024-12-14,11,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:21:00,1899-12-31 14:47:00,1899-12-31 17:38:00,1899-12-31 18:55:00,1899-12-31 23:13:00,"Banyuwangi","17:38"
"350",2024-12-15,12,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:21:00,1899-12-31 14:47:00,1899-12-31 17:39:00,1899-12-31 18:55:00,1899-12-31 23:13:00,"Banyuwangi","17:39"
"351",2024-12-16,13,1899-12-31 03:26:00,1899-12-31 03:36:00,"03:36",1899-12-31 11:22:00,1899-12-31 14:48:00,1899-12-31 17:39:00,1899-12-31 18:56:00,1899-12-31 23:14:00,"Banyuwangi","17:39"
"352",2024-12-17,14,1899-12-31 03:27:00,1899-12-31 03:37:00,"03:37",1899-12-31 11:22:00,1899-12-31 14:48:00,1899-12-31 17:40:00,1899-12-31 18:56:00,1899-12-31 23:14:00,"Banyuwangi","17:40"
"353",2024-12-18,15,1899-12-31 03:27:00,1899-12-31 03:37:00,"03:37",1899-12-31 11:23:00,1899-12-31 14:49:00,1899-12-31 17:41:00,1899-12-31 18:57:00,1899-12-31 23:15:00,"Banyuwangi","17:41"
"354",2024-12-19,16,1899-12-31 03:28:00,1899-12-31 03:38:00,"03:38",1899-12-31 11:23:00,1899-12-31 14:50:00,1899-12-31 17:41:00,1899-12-31 18:57:00,1899-12-31 23:15:00,"Banyuwangi","17:41"
"355",2024-12-20,17,1899-12-31 03:28:00,1899-12-31 03:38:00,"03:38",1899-12-31 11:24:00,1899-12-31 14:50:00,1899-12-31 17:42:00,1899-12-31 18:58:00,1899-12-31 23:16:00,"Banyuwangi","17:42"
"356",2024-12-21,18,1899-12-31 03:29:00,1899-12-31 03:39:00,"03:39",1899-12-31 11:24:00,1899-12-31 14:51:00,1899-12-31 17:42:00,1899-12-31 18:58:00,1899-12-31 23:16:00,"Banyuwangi","17:42"
"357",2024-12-22,19,1899-12-31 03:29:00,1899-12-31 03:39:00,"03:39",1899-12-31 11:25:00,1899-12-31 14:51:00,1899-12-31 17:43:00,1899-12-31 18:59:00,1899-12-31 23:17:00,"Banyuwangi","17:43"
"358",2024-12-23,20,1899-12-31 03:30:00,1899-12-31 03:40:00,"03:40",1899-12-31 11:25:00,1899-12-31 14:52:00,1899-12-31 17:43:00,1899-12-31 18:59:00,1899-12-31 23:17:00,"Banyuwangi","17:43"
"359",2024-12-24,21,1899-12-31 03:30:00,1899-12-31 03:40:00,"03:40",1899-12-31 11:26:00,1899-12-31 14:52:00,1899-12-31 17:43:00,1899-12-31 19:00:00,1899-12-31 23:18:00,"Banyuwangi","17:43"
"360",2024-12-25,22,1899-12-31 03:31:00,1899-12-31 03:41:00,"03:41",1899-12-31 11:26:00,1899-12-31 14:52:00,1899-12-31 17:44:00,1899-12-31 19:00:00,1899-12-31 23:18:00,"Banyuwangi","17:44"
"361",2024-12-26,23,1899-12-31 03:31:00,1899-12-31 03:41:00,"03:41",1899-12-31 11:27:00,1899-12-31 14:53:00,1899-12-31 17:44:00,1899-12-31 19:01:00,1899-12-31 23:19:00,"Banyuwangi","17:44"
"362",2024-12-27,24,1899-12-31 03:32:00,1899-12-31 03:42:00,"03:42",1899-12-31 11:27:00,1899-12-31 14:53:00,1899-12-31 17:45:00,1899-12-31 19:01:00,1899-12-31 23:19:00,"Banyuwangi","17:45"
"363",2024-12-28,25,1899-12-31 03:32:00,1899-12-31 03:42:00,"03:42",1899-12-31 11:28:00,1899-12-31 14:54:00,1899-12-31 17:45:00,1899-12-31 19:02:00,1899-12-31 23:20:00,"Banyuwangi","17:45"
"364",2024-12-29,26,1899-12-31 03:33:00,1899-12-31 03:43:00,"03:43",1899-12-31 11:28:00,1899-12-31 14:54:00,1899-12-31 17:46:00,1899-12-31 19:02:00,1899-12-31 23:20:00,"Banyuwangi","17:46"
"365",2024-12-30,27,1899-12-31 03:34:00,1899-12-31 03:44:00,"03:44",1899-12-31 11:29:00,1899-12-31 14:55:00,1899-12-31 17:46:00,1899-12-31 19:02:00,1899-12-31 23:21:00,"Banyuwangi","17:46"
"366",2024-12-31,28,1899-12-31 03:34:00,1899-12-31 03:44:00,"03:44",1899-12-31 11:29:00,1899-12-31 14:55:00,1899-12-31 17:47:00,1899-12-31 19:03:00,1899-12-31 23:21:00,"Banyuwangi","17:47"
"367",2024-01-01,18,1899-12-31 04:24:00,1899-12-31 04:34:00,"04:34",1899-12-31 12:08:00,1899-12-31 15:33:00,1899-12-31 18:16:00,1899-12-31 19:31:00,1899-12-31 00:00:00,"Palembang","18:16"
"368",2024-01-02,19,1899-12-31 04:24:00,1899-12-31 04:34:00,"04:34",1899-12-31 12:08:00,1899-12-31 15:34:00,1899-12-31 18:17:00,1899-12-31 19:31:00,1899-12-31 00:00:00,"Palembang","18:17"
"369",2024-01-03,20,1899-12-31 04:25:00,1899-12-31 04:35:00,"04:35",1899-12-31 12:09:00,1899-12-31 15:34:00,1899-12-31 18:17:00,1899-12-31 19:32:00,1899-12-31 00:01:00,"Palembang","18:17"
"370",2024-01-04,21,1899-12-31 04:25:00,1899-12-31 04:35:00,"04:35",1899-12-31 12:09:00,1899-12-31 15:34:00,1899-12-31 18:18:00,1899-12-31 19:32:00,1899-12-31 00:01:00,"Palembang","18:18"
"371",2024-01-05,22,1899-12-31 04:26:00,1899-12-31 04:36:00,"04:36",1899-12-31 12:09:00,1899-12-31 15:35:00,1899-12-31 18:18:00,1899-12-31 19:32:00,1899-12-31 00:02:00,"Palembang","18:18"
"372",2024-01-06,23,1899-12-31 04:26:00,1899-12-31 04:36:00,"04:36",1899-12-31 12:10:00,1899-12-31 15:35:00,1899-12-31 18:18:00,1899-12-31 19:33:00,1899-12-31 00:02:00,"Palembang","18:18"
"373",2024-01-07,24,1899-12-31 04:27:00,1899-12-31 04:37:00,"04:37",1899-12-31 12:10:00,1899-12-31 15:36:00,1899-12-31 18:19:00,1899-12-31 19:33:00,1899-12-31 00:02:00,"Palembang","18:19"
"374",2024-01-08,25,1899-12-31 04:27:00,1899-12-31 04:37:00,"04:37",1899-12-31 12:11:00,1899-12-31 15:36:00,1899-12-31 18:19:00,1899-12-31 19:33:00,1899-12-31 00:03:00,"Palembang","18:19"
"375",2024-01-09,26,1899-12-31 04:28:00,1899-12-31 04:38:00,"04:38",1899-12-31 12:11:00,1899-12-31 15:36:00,1899-12-31 18:20:00,1899-12-31 19:34:00,1899-12-31 00:03:00,"Palembang","18:20"
"376",2024-01-10,27,1899-12-31 04:29:00,1899-12-31 04:39:00,"04:39",1899-12-31 12:12:00,1899-12-31 15:37:00,1899-12-31 18:20:00,1899-12-31 19:34:00,1899-12-31 00:04:00,"Palembang","18:20"
"377",2024-01-11,28,1899-12-31 04:29:00,1899-12-31 04:39:00,"04:39",1899-12-31 12:12:00,1899-12-31 15:37:00,1899-12-31 18:20:00,1899-12-31 19:34:00,1899-12-31 00:04:00,"Palembang","18:20"
"378",2024-01-12,29,1899-12-31 04:30:00,1899-12-31 04:40:00,"04:40",1899-12-31 12:12:00,1899-12-31 15:37:00,1899-12-31 18:21:00,1899-12-31 19:34:00,1899-12-31 00:05:00,"Palembang","18:21"
"379",2024-01-13,1,1899-12-31 04:30:00,1899-12-31 04:40:00,"04:40",1899-12-31 12:13:00,1899-12-31 15:37:00,1899-12-31 18:21:00,1899-12-31 19:35:00,1899-12-31 00:05:00,"Palembang","18:21"
"380",2024-01-14,2,1899-12-31 04:31:00,1899-12-31 04:41:00,"04:41",1899-12-31 12:13:00,1899-12-31 15:38:00,1899-12-31 18:21:00,1899-12-31 19:35:00,1899-12-31 00:05:00,"Palembang","18:21"
"381",2024-01-15,3,1899-12-31 04:31:00,1899-12-31 04:41:00,"04:41",1899-12-31 12:14:00,1899-12-31 15:38:00,1899-12-31 18:22:00,1899-12-31 19:35:00,1899-12-31 00:06:00,"Palembang","18:22"
"382",2024-01-16,4,1899-12-31 04:32:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:14:00,1899-12-31 15:38:00,1899-12-31 18:22:00,1899-12-31 19:35:00,1899-12-31 00:06:00,"Palembang","18:22"
"383",2024-01-17,5,1899-12-31 04:32:00,1899-12-31 04:42:00,"04:42",1899-12-31 12:14:00,1899-12-31 15:38:00,1899-12-31 18:22:00,1899-12-31 19:36:00,1899-12-31 00:06:00,"Palembang","18:22"
"384",2024-01-18,6,1899-12-31 04:33:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:15:00,1899-12-31 15:38:00,1899-12-31 18:22:00,1899-12-31 19:36:00,1899-12-31 00:07:00,"Palembang","18:22"
"385",2024-01-19,7,1899-12-31 04:33:00,1899-12-31 04:43:00,"04:43",1899-12-31 12:15:00,1899-12-31 15:39:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:07:00,"Palembang","18:23"
"386",2024-01-20,8,1899-12-31 04:34:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:15:00,1899-12-31 15:39:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:07:00,"Palembang","18:23"
"387",2024-01-21,9,1899-12-31 04:34:00,1899-12-31 04:44:00,"04:44",1899-12-31 12:16:00,1899-12-31 15:39:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:08:00,"Palembang","18:23"
"388",2024-01-22,10,1899-12-31 04:35:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:16:00,1899-12-31 15:39:00,1899-12-31 18:23:00,1899-12-31 19:36:00,1899-12-31 00:08:00,"Palembang","18:23"
"389",2024-01-23,11,1899-12-31 04:35:00,1899-12-31 04:45:00,"04:45",1899-12-31 12:16:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:36:00,1899-12-31 00:08:00,"Palembang","18:24"
"390",2024-01-24,12,1899-12-31 04:36:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:16:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:36:00,1899-12-31 00:09:00,"Palembang","18:24"
"391",2024-01-25,13,1899-12-31 04:36:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:17:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:36:00,1899-12-31 00:09:00,"Palembang","18:24"
"392",2024-01-26,14,1899-12-31 04:36:00,1899-12-31 04:46:00,"04:46",1899-12-31 12:17:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:36:00,1899-12-31 00:09:00,"Palembang","18:24"
"393",2024-01-27,15,1899-12-31 04:37:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:17:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:09:00,"Palembang","18:24"
"394",2024-01-28,16,1899-12-31 04:37:00,1899-12-31 04:47:00,"04:47",1899-12-31 12:17:00,1899-12-31 15:39:00,1899-12-31 18:24:00,1899-12-31 19:37:00,1899-12-31 00:09:00,"Palembang","18:24"
"395",2024-01-29,17,1899-12-31 04:38:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:17:00,1899-12-31 15:39:00,1899-12-31 18:25:00,1899-12-31 19:37:00,1899-12-31 00:10:00,"Palembang","18:25"
"396",2024-01-30,18,1899-12-31 04:38:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:18:00,1899-12-31 15:39:00,1899-12-31 18:25:00,1899-12-31 19:37:00,1899-12-31 00:10:00,"Palembang","18:25"
"397",2024-01-31,19,1899-12-31 04:38:00,1899-12-31 04:48:00,"04:48",1899-12-31 12:18:00,1899-12-31 15:39:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:10:00,"Palembang","18:25"
"398",2024-02-01,20,1899-12-31 04:39:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:18:00,1899-12-31 15:39:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:10:00,"Palembang","18:25"
"399",2024-02-02,21,1899-12-31 04:39:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:18:00,1899-12-31 15:38:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:10:00,"Palembang","18:25"
"400",2024-02-03,22,1899-12-31 04:39:00,1899-12-31 04:49:00,"04:49",1899-12-31 12:18:00,1899-12-31 15:38:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:10:00,"Palembang","18:25"
"401",2024-02-04,23,1899-12-31 04:40:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:18:00,1899-12-31 15:38:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"402",2024-02-05,24,1899-12-31 04:40:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:18:00,1899-12-31 15:38:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"403",2024-02-06,25,1899-12-31 04:40:00,1899-12-31 04:50:00,"04:50",1899-12-31 12:18:00,1899-12-31 15:38:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"404",2024-02-07,26,1899-12-31 04:41:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:19:00,1899-12-31 15:37:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"405",2024-02-08,27,1899-12-31 04:41:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:19:00,1899-12-31 15:37:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"406",2024-02-09,28,1899-12-31 04:41:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:19:00,1899-12-31 15:37:00,1899-12-31 18:25:00,1899-12-31 19:36:00,1899-12-31 00:11:00,"Palembang","18:25"
"407",2024-02-10,29,1899-12-31 04:41:00,1899-12-31 04:51:00,"04:51",1899-12-31 12:19:00,1899-12-31 15:36:00,1899-12-31 18:25:00,1899-12-31 19:35:00,1899-12-31 00:11:00,"Palembang","18:25"
"408",2024-02-11,30,1899-12-31 04:42:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:19:00,1899-12-31 15:36:00,1899-12-31 18:25:00,1899-12-31 19:35:00,1899-12-31 00:11:00,"Palembang","18:25"
"409",2024-02-12,1,1899-12-31 04:42:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:19:00,1899-12-31 15:36:00,1899-12-31 18:25:00,1899-12-31 19:35:00,1899-12-31 00:11:00,"Palembang","18:25"
"410",2024-02-13,2,1899-12-31 04:42:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:19:00,1899-12-31 15:35:00,1899-12-31 18:25:00,1899-12-31 19:35:00,1899-12-31 00:11:00,"Palembang","18:25"
"411",2024-02-14,3,1899-12-31 04:42:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:19:00,1899-12-31 15:35:00,1899-12-31 18:25:00,1899-12-31 19:35:00,1899-12-31 00:11:00,"Palembang","18:25"
"412",2024-02-15,4,1899-12-31 04:42:00,1899-12-31 04:52:00,"04:52",1899-12-31 12:19:00,1899-12-31 15:34:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:11:00,"Palembang","18:24"
"413",2024-02-16,5,1899-12-31 04:43:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:19:00,1899-12-31 15:34:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:11:00,"Palembang","18:24"
"414",2024-02-17,6,1899-12-31 04:43:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:18:00,1899-12-31 15:33:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:11:00,"Palembang","18:24"
"415",2024-02-18,7,1899-12-31 04:43:00,1899-12-31 04:53:00,"04:53",1899-12-31 12:18:00,1899-12-31 15:33:00,1899-12-31 18:24:00,1899-12-31 19:34:00,1899-12-31 00:11:00,"Palembang","18:24"
